Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
interchangeable-angelina-shimmer-contour-cup-manhattan-black-the-bra-lab,,,,,,,,A,,Manhattan Black,,,TBL156.A,85,shopify,40,deny,manual,28.00,28.00,true,true,'850259007332,https://cdn.shopify.com/s/files/1/0673/5573/products/235-Monarch20-Commercial-Bra-Lab_DSC3502.jpg?v=1583422158,2,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-manhattan-black-the-bra-lab,,,,,,,,B,,Manhattan Black,,,TBL156.B,85,shopify,0,deny,manual,28.00,28.00,true,true,'850259007349,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_7826.jpg?v=1583422158,3,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-manhattan-black-the-bra-lab,,,,,,,,C,,Manhattan Black,,,TBL156.C,113,shopify,0,deny,manual,28.00,28.00,true,true,'850259007356,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_5935_e0d3d277-fb63-46d2-8112-6319184f3b3c.jpg?v=1583422158,4,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-manhattan-black-the-bra-lab,,,,,,,,D,,Manhattan Black,,,TBL156.D,113,shopify,130,deny,manual,28.00,28.00,true,true,'850259007363,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_2427.jpg?v=1583422158,5,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-manhattan-black-the-bra-lab,,,,,,,,DD,,Manhattan Black,,,TBL156.DD,113,shopify,430,deny,manual,28.00,28.00,true,true,'850259007370,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_5932.jpg?v=1583422158,6,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-manhattan-black-the-bra-lab,,,,,,,,DDD,,Manhattan Black,,,TBL156.DDD,142,shopify,420,deny,manual,28.00,28.00,true,true,'850259007387,https://cdn.shopify.com/s/files/1/0673/5573/products/SHIMMERNAGELINA.jpg?v=1583422158,7,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-manhattan-black-the-bra-lab,,,,,,,,G,,Manhattan Black,,,TBL156.G,142,shopify,1,deny,manual,28.00,28.00,true,true,'855718007823,https://cdn.shopify.com/s/files/1/0673/5573/products/SizingChart-NEW2018CUPS_b89d05a5-5c67-4345-8f44-6e79e0adbcc0.jpg?v=1583422158,8,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-manhattan-black-the-bra-lab,,,,,,,,H,,Manhattan Black,,,TBL156.H,142,shopify,0,deny,manual,28.00,28.00,true,true,'859627007790,,,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,Interchangeable Angelina Contour Cup Beige,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<div><strong>JOIN OUR WAITLIST FOR MORE SIZES COMING BACK IN STOCK SOON! </strong></div>
<div><span></span></div>
<div>
<span>N</span><span>ewly improv</span><span>ed for</span><span> maximum fit and comfort, our signature design Angelina Cup is a full coverage, contour molded cup with light foam padding and underwire that provides maximum support and shaping. </span>
</div>
<ul>
<li>
<span>Made of </span><span>Nylon Spandex</span>
</li>
<li>Hand Wash</li>
<li>Dual Side Closures to Fine Tune Fit</li>
<li>Use with Interchangeable Back Straps</li>
<li>Multi-Way Shoulder Strap Loops on Interior of Cup</li>
<li><strong> Back straps and Shoulder straps sold separately</strong></li>
</ul>",The Bra Lab,Cups,"A, AA, B, Cups, D, DD, DDD, E, F, G, H, meta-related-collection-backs, meta-related-collection-straps",true,Size,AA,Color,Abu Dhabi Beige,,,TBL155.AA,85,shopify,0,deny,manual,28.00,28.00,true,true,'855718007717,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_2500_fd14c33d-ac8e-4043-97a7-b477eedfeb91.jpg?v=1565025080,1,,false,Interchangeable Angelina Contour Cup Beige | The Bra Lab,"Free Exchanges & Returns | Cool New Innovative Bra Brand | Interchangeable Straps & Customizable | Comfortable, Multiway, Best Strapless Bra | Sizes AA-H 26-42",apparel & accessories > clothing > underwear & socks > bras,female,adult,,Cups,Cups,new,false,The Bra Lab,Strapless Bras,Interchangeable Bras,,Cool New Bras,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,,,,,,,,A,,Abu Dhabi Beige,,,TBL155.A,85,shopify,0,deny,manual,28.00,28.00,true,true,'850259007332,https://cdn.shopify.com/s/files/1/0673/5573/products/jan19_015.jpg?v=1565025080,2,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,,,,,,,,B,,Abu Dhabi Beige,,,TBL155.B,85,shopify,0,deny,manual,28.00,28.00,true,true,'850259007349,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_7712.jpg?v=1565025080,3,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,,,,,,,,C,,Abu Dhabi Beige,,,TBL155.C,113,shopify,0,deny,manual,28.00,28.00,true,true,'850259007356,https://cdn.shopify.com/s/files/1/0673/5573/products/SHIMMERNAGELINAB.jpg?v=1565025080,4,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,,,,,,,,D,,Abu Dhabi Beige,,,TBL155.D,113,shopify,9,deny,manual,28.00,28.00,true,true,'850259007363,https://cdn.shopify.com/s/files/1/0673/5573/products/SizingChart-NEW2018CUPS_35de8c28-8cf3-4c6d-9030-b46b967f079d.jpg?v=1565025080,5,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,,,,,,,,DD,,Abu Dhabi Beige,,,TBL155.DD,113,shopify,250,deny,manual,28.00,28.00,true,true,'850259007370,,,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,,,,,,,,DDD,,Abu Dhabi Beige,,,TBL155.DDD,142,shopify,499,deny,manual,28.00,28.00,true,true,'850259007387,,,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,,,,,,,,G,,Abu Dhabi Beige,,,TBL155.G,142,shopify,2,deny,manual,28.00,28.00,true,true,'855718007724,,,,,,,,,,,,,,,,,,,,,oz,,6.47
interchangeable-angelina-shimmer-contour-cup-beige-the-bra-lab,,,,,,,,H,,Abu Dhabi Beige,,,TBL155.H,142,shopify,0,deny,manual,28.00,28.00,true,true,"",,,,,,,,,,,,,,,,,,,,,oz,,6.47
